4219.745,150
4233.85,100
4250.649,120
4369.862,120
4379.4,70
4379.55,150
4385.059,100
4391.991,200
4397.99,150
4409.299,150
4413.215,100
4421.389,100
4428.516,100
4428.634,100
4430.904,150
4430.942,150
4457.049,120
4522.72,100
4537.7545,100
4569.057,100
4704.3949,150
4708.8594,120
4710.065,100
4712.0633,150
4715.344,150
4752.732,50
4788.9258,100
4790.2195,50
4827.338,100
4884.917,100
5005.1587,50
5037.7512,50
5144.9384,50
5330.7775,60
5341.0938,100
5343.2834,60
5400.5618,200
5562.7662,50
5656.6588,50
5719.2248,50
5748.2985,50
5764.4188,70
5804.4496,50
5820.1558,50
5852.4879,200
5872.8275,50
5881.8952,100
5902.4623,5
5906.4294,5
5944.8342,50
5965.471,50
5974.6273,50
5975.534,60
5987.9074,15
6029.9969,100
6074.3377,100
6096.1631,30
6128.4499,10
6143.0626,100
6163.5939,100
6182.146,15
6217.2812,100
6266.495,100
6304.7889,10
6328.1646,30
6334.4278,100
6382.9917,100
6402.248,200
6506.5281,150
6532.8822,10
6598.9529,100
6652.0927,15
6678.2762,50
6717.043,7
6929.4673,1000
7024.0504,300
7032.4131,800
7051.2923,20
7059.1074,100
7173.9381,800
7213.2,150
7235.188,150
7245.1666,800
7343.945,150
7472.4386,30
7488.8712,300
7492.102,100
7522.818,150
7535.7741,300
7544.0443,130
7724.6233,1
7740.738,120
7839.0529,2
7926.201,120
7927.1177,3
7936.9961,13
7943.1814,80
8082.458,60
8084.345,100
8118.5492,40
8128.9108,12
8136.4054,170
8259.379,30
8264.807,100
8266.0772,70
8267.1162,10
8300.3258,300
8314.995,100
8365.7466,50
8372.106,100
8377.608,800
8417.1606,30
8418.4274,250
8463.3575,40
8484.4435,13
8495.3598,700
8544.6958,15
8571.3524,30
8591.2584,400
8634.647,350
8647.0411,60
8654.3831,600
8655.522,80
8668.256,100
8679.4925,130
8681.9211,150
8704.1116,30
8771.6563,100
8780.6226,600
8783.7533,400
8830.9072,6
8853.8668,300
8865.3063,20
8865.7552,150
8919.5006,60
8988.5564,20
9079.462,100
9148.6716,120
9201.7591,90
9220.0601,60
9221.5801,20
9226.6903,20
9275.5196,9
9287.563,200
9300.8527,80
9310.5839,8
9313.9726,30
9326.5068,70
9373.3078,15
9425.3788,50
9459.2095,30
9486.6818,50
9534.1629,60
9547.4049,30
9577.013,120
9665.4197,180
9808.86,100
10295.4174,4
10562.4075,80
10798.0429,60
10844.4772,90
11143.02,300
11177.524,500
11390.4339,150
11409.1343,90
11522.7459,300
11525.0194,150
11536.3445,90
11601.5366,30
11614.0807,130
11688.0017,30
11766.7924,150
11789.0435,130
11789.8891,30
11984.912,70
12066.334,200
12459.389,40
12689.201,60
12912.014,80
13219.241,40
15230.714,50
17161.929,20
18035.812,20
18083.181,40
18083.263,9
18221.087,15
18227.016,13
18276.642,140
18282.614,100
18303.967,70
18359.094,20
18384.826,60
18389.937,90
18402.836,40
18422.402,60
18458.64,13
18475.8,40
18591.541,70
18597.698,100
18618.908,16
18625.159,20
21041.27,30
21708.11,30
22247.36,13
22428.14,13
22530.38,80
22661.79,13
23100.48,25
23260.27,40
23372.96,50
23565.33,30
23636.48,170
23701.66,12
23709.13,60
23951.4,110
23956.43,50
23978.16,60
24098.57,11
24161.43,20
24249.61,30
24365.01,70
24371.61,40
24447.86,20
24459.39,30
24776.49,17
24928.89,30
25161.7,13
25524.33,50
28386.2,6
30200.49,6
33173.09,8
33352.38,17
33899.81,5
33903.02,4
33913.1,12
34131.34,4
34471.43,6
35834.81,8
